SKU,Product,Category,Region,Warehouse,Supplier,Inventory_Level,Reorder_Point,Safety_Stock,Supplier_Lead_Time_Days,Average_Monthly_Demand,Demand_Std_Dev,Max_Stock_Level,Inventory_Value,Velocity_Class,Inventory_Status,Stockout_Risk_Flag,Overstock_Flag
SKU-07E96A,Electrix Halogen Magnifier Lamp,Furniture,West,WH-West,NorthBridge Supply,13,5,4,12,1.17,3.74,23,2587.03,Slow-moving,Maintain,No,No
SKU-07E96A,Electrix Halogen Magnifier Lamp,Furniture,Yukon,WH-North,PrimeSource Direct,20,4,3,6,0.79,3.08,22,4112.94,Slow-moving,Maintain,No,No
SKU-085EDA,KI Conference Tables,Furniture,Atlantic,WH-East,NorthBridge Supply,14,4,3,7,0.6,2.69,22,1055.12,Slow-moving,Maintain,No,No
SKU-085EDA,KI Conference Tables,Furniture,Ontario,WH-Central,Atlas Wholesale,3,8,6,18,1.69,4.5,26,221.87,Slow-moving,Restock Recommended,Yes,No
SKU-085EDA,KI Conference Tables,Furniture,Prarie,WH-Central,Meridian Retail Co.,22,4,3,16,0.29,1.87,22,1637.52,Slow-moving,Maintain,No,No
SKU-085EDA,KI Conference Tables,Furniture,Quebec,WH-East,PrimeSource Direct,30,8,6,18,1.75,4.58,26,2223.75,Slow-moving,Excess Inventory,No,Yes
SKU-085EDA,KI Conference Tables,Furniture,West,WH-West,PrimeSource Direct,36,10,8,20,2.4,5.36,28,2455.87,Slow-moving,Excess Inventory,No,Yes
SKU-088539,Eldon Pizzazª Desk Accessories,Furniture,Atlantic,WH-East,PrimeSource Direct,0,4,3,15,0.38,2.12,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-088539,Eldon Pizzazª Desk Accessories,Furniture,Ontario,WH-Central,Atlas Wholesale,22,4,3,19,0.27,1.8,22,56.03,Slow-moving,Maintain,No,No
SKU-088539,Eldon Pizzazª Desk Accessories,Furniture,Prarie,WH-Central,Meridian Retail Co.,15,6,5,15,1.0,3.46,24,32.44,Slow-moving,Maintain,No,No
SKU-088539,Eldon Pizzazª Desk Accessories,Furniture,West,WH-West,PrimeSource Direct,11,6,5,20,0.98,3.43,24,26.97,Slow-moving,Maintain,No,No
SKU-089A92,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,Atlantic,WH-East,NorthBridge Supply,10,4,3,13,0.33,2.0,22,2932.04,Slow-moving,Maintain,No,No
SKU-089A92,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,Northwest Territories,WH-West,Meridian Retail Co.,0,4,3,21,0.25,1.73,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-089A92,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,Ontario,WH-Central,Atlas Wholesale,10,6,5,18,1.0,3.46,24,3089.33,Slow-moving,Maintain,No,No
SKU-089A92,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,Prarie,WH-Central,NorthBridge Supply,0,4,3,20,0.25,1.73,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-089A92,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,Quebec,WH-East,PrimeSource Direct,8,4,3,14,0.38,2.12,22,2426.36,Slow-moving,Maintain,No,No
SKU-089A92,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,West,WH-West,PrimeSource Direct,27,5,4,16,0.67,2.83,23,7792.85,Slow-moving,Excess Inventory,No,Yes
SKU-08CE63,Xerox 1907,Office Supplies,Ontario,WH-Central,PrimeSource Direct,30,6,5,18,1.23,3.84,24,375.39,Slow-moving,Excess Inventory,No,Yes
SKU-08CE63,Xerox 1907,Office Supplies,West,WH-West,PrimeSource Direct,11,5,4,16,0.52,2.5,23,139.98,Slow-moving,Maintain,No,No
SKU-0975F8,Avanti 1.7 Cu. Ft. Refrigerator,Office Supplies,Atlantic,WH-East,PrimeSource Direct,6,5,4,13,0.75,3.0,23,607.52,Slow-moving,Maintain,No,No
SKU-0975F8,Avanti 1.7 Cu. Ft. Refrigerator,Office Supplies,Ontario,WH-Central,Meridian Retail Co.,4,4,3,8,0.06,1.0,22,428.76,Slow-moving,Restock Recommended,Yes,No
SKU-0975F8,Avanti 1.7 Cu. Ft. Refrigerator,Office Supplies,Prarie,WH-Central,PrimeSource Direct,12,6,5,11,1.38,4.06,24,1264.82,Slow-moving,Maintain,No,No
SKU-0975F8,Avanti 1.7 Cu. Ft. Refrigerator,Office Supplies,West,WH-West,Meridian Retail Co.,11,4,3,8,0.1,1.12,22,1089.7,Slow-moving,Maintain,No,No
SKU-0983B9,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,Atlantic,WH-East,Meridian Retail Co.,0,4,3,16,0.33,2.0,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-0983B9,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,Ontario,WH-Central,PrimeSource Direct,0,4,3,13,0.17,1.41,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-0983B9,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,Quebec,WH-East,NorthBridge Supply,24,4,3,9,0.9,3.28,22,694.26,Slow-moving,Excess Inventory,No,Yes
SKU-0983B9,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,West,WH-West,Atlas Wholesale,23,4,3,5,0.29,1.87,22,745.84,Slow-moving,Excess Inventory,No,Yes
SKU-0983B9,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,Yukon,WH-North,PrimeSource Direct,0,6,5,19,0.98,3.43,24,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-09B11D,5170i,Technology,Prarie,WH-Central,Atlas Wholesale,0,5,4,20,0.54,2.55,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-09B11D,5170i,Technology,West,WH-West,Meridian Retail Co.,0,6,5,20,1.0,3.46,24,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-09B11D,5170i,Technology,Yukon,WH-North,NorthBridge Supply,12,4,3,9,0.23,1.66,22,1259.93,Slow-moving,Maintain,No,No
SKU-09BC34,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,Atlantic,WH-East,Meridian Retail Co.,20,5,4,12,1.19,3.77,23,2766.94,Slow-moving,Maintain,No,No
SKU-09BC34,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,Ontario,WH-Central,PrimeSource Direct,26,9,7,21,1.73,4.56,27,3391.52,Slow-moving,Maintain,No,No
SKU-09BC34,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,Prarie,WH-Central,NorthBridge Supply,36,8,6,18,1.77,4.61,26,4748.54,Slow-moving,Excess Inventory,No,Yes
SKU-09BC34,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,Quebec,WH-East,Meridian Retail Co.,6,4,3,8,0.27,1.8,22,814.6,Slow-moving,Maintain,No,No
SKU-09BC34,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,West,WH-West,Meridian Retail Co.,5,6,5,13,1.58,4.36,24,642.71,Slow-moving,Restock Recommended,Yes,No
SKU-09BC34,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,Yukon,WH-North,NorthBridge Supply,5,6,5,10,1.9,4.77,24,663.81,Slow-moving,Restock Recommended,Yes,No
SKU-09C070,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,Nunavut,WH-North,Atlas Wholesale,33,6,5,18,1.02,3.5,24,6817.54,Slow-moving,Excess Inventory,No,Yes
SKU-09C070,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,Ontario,WH-Central,PrimeSource Direct,11,4,3,14,0.17,1.41,22,2216.13,Slow-moving,Maintain,No,No
SKU-09C070,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,Prarie,WH-Central,PrimeSource Direct,7,4,3,19,0.29,1.87,22,1345.42,Slow-moving,Maintain,No,No
SKU-09C070,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,West,WH-West,Meridian Retail Co.,28,5,4,11,1.17,3.74,23,6111.84,Slow-moving,Excess Inventory,No,Yes
SKU-0A5287,Xerox 1951,Office Supplies,Atlantic,WH-East,NorthBridge Supply,2,4,3,9,0.83,3.16,22,61.68,Slow-moving,Restock Recommended,Yes,No
SKU-0A5287,Xerox 1951,Office Supplies,Ontario,WH-Central,PrimeSource Direct,12,4,3,6,0.75,3.0,22,378.31,Slow-moving,Maintain,No,No
SKU-0A5287,Xerox 1951,Office Supplies,Prarie,WH-Central,Atlas Wholesale,14,6,5,19,1.04,3.54,24,436.29,Slow-moving,Maintain,No,No
SKU-0A8725,2190,Technology,Ontario,WH-Central,Atlas Wholesale,25,5,4,13,1.04,3.54,23,1309.92,Slow-moving,Excess Inventory,No,Yes
SKU-0A8725,2190,Technology,Prarie,WH-Central,PrimeSource Direct,20,4,3,7,0.56,2.6,22,1039.28,Slow-moving,Maintain,No,No
SKU-0A8725,2190,Technology,Quebec,WH-East,NorthBridge Supply,8,5,4,13,0.88,3.24,23,429.0,Slow-moving,Maintain,No,No
SKU-0A8725,2190,Technology,West,WH-West,Atlas Wholesale,5,5,4,13,0.88,3.24,23,292.3,Slow-moving,Restock Recommended,Yes,No
SKU-0A8725,2190,Technology,Yukon,WH-North,Meridian Retail Co.,11,5,4,21,0.69,2.87,23,585.53,Slow-moving,Maintain,No,No
SKU-0ADF62,Prang Dustless Chalk Sticks,Office Supplies,Atlantic,WH-East,NorthBridge Supply,25,5,4,18,0.5,2.45,23,41.34,Slow-moving,Excess Inventory,No,Yes
SKU-0ADF62,Prang Dustless Chalk Sticks,Office Supplies,Ontario,WH-Central,PrimeSource Direct,16,6,5,20,0.79,3.08,24,27.42,Slow-moving,Maintain,No,No
SKU-0ADF62,Prang Dustless Chalk Sticks,Office Supplies,Prarie,WH-Central,Atlas Wholesale,14,4,3,8,0.38,2.12,22,24.21,Slow-moving,Maintain,No,No
SKU-0ADF62,Prang Dustless Chalk Sticks,Office Supplies,Quebec,WH-East,NorthBridge Supply,19,5,4,20,0.69,2.87,23,33.67,Slow-moving,Maintain,No,No
SKU-0ADF62,Prang Dustless Chalk Sticks,Office Supplies,West,WH-West,PrimeSource Direct,11,6,5,19,1.04,3.54,24,17.2,Slow-moving,Maintain,No,No
SKU-0AFB99,Economy Binders,Office Supplies,Ontario,WH-Central,NorthBridge Supply,20,5,4,8,1.81,4.66,23,41.42,Slow-moving,Maintain,No,No
SKU-0AFB99,Economy Binders,Office Supplies,Prarie,WH-Central,PrimeSource Direct,7,6,5,19,1.06,3.57,24,17.25,Slow-moving,Maintain,No,No
SKU-0AFB99,Economy Binders,Office Supplies,Quebec,WH-East,Meridian Retail Co.,0,5,4,20,0.42,2.24,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-0AFB99,Economy Binders,Office Supplies,West,WH-West,Atlas Wholesale,12,5,4,13,0.75,3.0,23,25.33,Slow-moving,Maintain,No,No
SKU-0B0899,Xerox 214,Office Supplies,Nunavut,WH-North,Meridian Retail Co.,32,5,4,20,0.5,2.45,23,203.47,Slow-moving,Excess Inventory,No,Yes
SKU-0B0899,Xerox 214,Office Supplies,Ontario,WH-Central,Atlas Wholesale,0,4,3,10,0.56,2.6,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-0B0899,Xerox 214,Office Supplies,Prarie,WH-Central,Atlas Wholesale,0,4,3,7,0.9,3.28,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-0B0899,Xerox 214,Office Supplies,West,WH-West,Atlas Wholesale,2,4,3,8,0.69,2.87,22,12.46,Slow-moving,Restock Recommended,Yes,No
SKU-0B0913,Staples 1 Part Blank Computer Paper,Office Supplies,Ontario,WH-Central,Atlas Wholesale,11,5,4,14,0.77,3.04,23,129.26,Slow-moving,Maintain,No,No
SKU-0B0913,Staples 1 Part Blank Computer Paper,Office Supplies,Prarie,WH-Central,Atlas Wholesale,10,6,5,20,0.9,3.28,24,108.95,Slow-moving,Maintain,No,No
SKU-0B0913,Staples 1 Part Blank Computer Paper,Office Supplies,West,WH-West,Meridian Retail Co.,31,4,3,9,0.35,2.06,22,367.84,Slow-moving,Excess Inventory,No,Yes
SKU-0B0913,Staples 1 Part Blank Computer Paper,Office Supplies,Yukon,WH-North,PrimeSource Direct,19,4,3,7,0.12,1.22,22,245.73,Slow-moving,Maintain,No,No
SKU-0B237C,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,Northwest Territories,WH-West,PrimeSource Direct,0,6,5,21,0.98,3.43,24,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-0B237C,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,Ontario,WH-Central,Atlas Wholesale,32,6,5,14,1.35,4.03,24,795.97,Slow-moving,Excess Inventory,No,Yes
SKU-0B237C,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,Prarie,WH-Central,PrimeSource Direct,24,5,4,9,0.98,3.43,23,531.97,Slow-moving,Excess Inventory,No,Yes
SKU-0B237C,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,West,WH-West,Atlas Wholesale,28,5,4,15,0.81,3.12,23,641.34,Slow-moving,Excess Inventory,No,Yes
SKU-0B40E9,"Eldon Expressionsª Desk Accessory, Wood Photo Frame, Mahogany",Furniture,Ontario,WH-Central,Meridian Retail Co.,5,4,3,19,0.31,1.94,22,102.88,Slow-moving,Maintain,No,No
SKU-0B40E9,"Eldon Expressionsª Desk Accessory, Wood Photo Frame, Mahogany",Furniture,Prarie,WH-Central,NorthBridge Supply,20,5,4,17,0.52,2.5,23,396.64,Slow-moving,Maintain,No,No
SKU-0B6B9A,Belkin OmniView SE Rackmount Kit,Office Supplies,West,WH-West,Atlas Wholesale,18,5,4,15,0.92,3.32,23,660.76,Slow-moving,Maintain,No,No
SKU-0B6B9A,Belkin OmniView SE Rackmount Kit,Office Supplies,Yukon,WH-North,Meridian Retail Co.,0,4,3,9,0.75,3.0,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-0B8BC0,Eureka The Boss¨ Cordless Rechargeable Stick Vac,Office Supplies,Atlantic,WH-East,NorthBridge Supply,17,7,6,21,1.4,4.09,25,887.62,Slow-moving,Maintain,No,No
SKU-0B8BC0,Eureka The Boss¨ Cordless Rechargeable Stick Vac,Office Supplies,Prarie,WH-Central,NorthBridge Supply,23,5,4,19,0.77,3.04,23,1098.95,Slow-moving,Maintain,No,No
SKU-0B8BC0,Eureka The Boss¨ Cordless Rechargeable Stick Vac,Office Supplies,Quebec,WH-East,NorthBridge Supply,2,4,3,9,0.02,1.0,22,136.9,Slow-moving,Restock Recommended,Yes,No
SKU-0B8BC0,Eureka The Boss¨ Cordless Rechargeable Stick Vac,Office Supplies,West,WH-West,PrimeSource Direct,11,6,5,20,1.0,3.46,24,580.17,Slow-moving,Maintain,No,No
SKU-0CC692,8890,Technology,Atlantic,WH-East,Atlas Wholesale,16,6,5,17,1.23,3.84,24,1624.43,Slow-moving,Maintain,No,No
SKU-0CC692,8890,Technology,Ontario,WH-Central,NorthBridge Supply,25,5,4,15,0.81,3.12,23,2218.31,Slow-moving,Excess Inventory,No,Yes
SKU-0CC692,8890,Technology,Prarie,WH-Central,Meridian Retail Co.,13,6,5,7,2.9,5.89,24,1281.61,Slow-moving,Maintain,No,No
SKU-0CC692,8890,Technology,West,WH-West,NorthBridge Supply,0,4,3,7,0.27,1.8,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-0CC692,8890,Technology,Yukon,WH-North,NorthBridge Supply,14,6,5,19,1.17,3.74,24,1363.82,Slow-moving,Maintain,No,No
SKU-0CDB8E,MicroTAC 650,Technology,Prarie,WH-Central,PrimeSource Direct,0,4,3,6,0.48,2.4,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-0CDB8E,MicroTAC 650,Technology,West,WH-West,Meridian Retail Co.,5,7,6,16,1.81,4.66,25,276.99,Slow-moving,Restock Recommended,Yes,No
SKU-0D522A,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Office Supplies,Atlantic,WH-East,Meridian Retail Co.,4,4,3,21,0.33,2.0,22,1079.6,Slow-moving,Restock Recommended,Yes,No
SKU-0D522A,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Office Supplies,Northwest Territories,WH-West,Meridian Retail Co.,17,4,3,10,0.15,1.32,22,4953.22,Slow-moving,Maintain,No,No
SKU-0D522A,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Office Supplies,Prarie,WH-Central,Meridian Retail Co.,6,8,6,20,1.54,4.3,26,1626.28,Slow-moving,Restock Recommended,Yes,No
SKU-0D522A,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Office Supplies,Quebec,WH-East,PrimeSource Direct,25,7,6,19,1.48,4.21,25,7061.64,Slow-moving,Maintain,No,No
SKU-0D522A,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Office Supplies,West,WH-West,PrimeSource Direct,22,4,3,5,1.08,3.61,22,5924.24,Slow-moving,Maintain,No,No
SKU-0DBF52,Self-Adhesive Ring Binder Labels,Office Supplies,Atlantic,WH-East,PrimeSource Direct,16,5,4,10,1.02,3.5,23,54.04,Slow-moving,Maintain,No,No
SKU-0DBF52,Self-Adhesive Ring Binder Labels,Office Supplies,Ontario,WH-Central,PrimeSource Direct,23,5,4,18,0.67,2.83,23,83.22,Slow-moving,Maintain,No,No
SKU-0DBF52,Self-Adhesive Ring Binder Labels,Office Supplies,Prarie,WH-Central,NorthBridge Supply,26,6,5,11,1.67,4.47,24,94.28,Slow-moving,Excess Inventory,No,Yes
SKU-0DBF52,Self-Adhesive Ring Binder Labels,Office Supplies,West,WH-West,PrimeSource Direct,16,5,4,12,1.02,3.5,23,62.23,Slow-moving,Maintain,No,No
SKU-0E6D01,Xerox 1883,Office Supplies,Yukon,WH-North,PrimeSource Direct,18,4,3,14,0.46,2.35,22,472.0,Slow-moving,Maintain,No,No
SKU-0E8C0C,"Imation Neon Mac Format Diskettes, 10/Pack",Technology,Atlantic,WH-East,Atlas Wholesale,0,4,3,5,1.19,3.77,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-0E8C0C,"Imation Neon Mac Format Diskettes, 10/Pack",Technology,Ontario,WH-Central,PrimeSource Direct,9,6,5,14,1.6,4.39,24,77.38,Slow-moving,Maintain,No,No
SKU-0E8C0C,"Imation Neon Mac Format Diskettes, 10/Pack",Technology,Prarie,WH-Central,PrimeSource Direct,34,6,5,12,1.23,3.84,24,288.27,Slow-moving,Excess Inventory,No,Yes
SKU-0E8C0C,"Imation Neon Mac Format Diskettes, 10/Pack",Technology,West,WH-West,PrimeSource Direct,0,6,5,9,1.75,4.58,24,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-0E8C0C,"Imation Neon Mac Format Diskettes, 10/Pack",Technology,Yukon,WH-North,Meridian Retail Co.,17,5,4,19,0.75,3.0,23,126.82,Slow-moving,Maintain,No,No
SKU-0E8CDF,Xerox 210,Office Supplies,Ontario,WH-Central,Atlas Wholesale,21,7,6,7,3.35,6.34,25,134.53,Medium-moving,Maintain,No,No
SKU-0E8CDF,Xerox 210,Office Supplies,Prarie,WH-Central,PrimeSource Direct,29,6,5,10,2.12,5.05,24,195.21,Slow-moving,Excess Inventory,No,Yes
SKU-0E8CDF,Xerox 210,Office Supplies,Quebec,WH-East,Meridian Retail Co.,11,5,4,21,0.58,2.65,23,74.16,Slow-moving,Maintain,No,No
SKU-0E8CDF,Xerox 210,Office Supplies,West,WH-West,PrimeSource Direct,31,9,7,13,2.75,5.74,27,210.18,Slow-moving,Excess Inventory,No,Yes
SKU-0E8CDF,Xerox 210,Office Supplies,Yukon,WH-North,NorthBridge Supply,24,6,5,15,1.04,3.54,24,165.09,Slow-moving,Maintain,No,No
SKU-0EF0AA,GBC Recycled Regency Composition Covers,Office Supplies,Northwest Territories,WH-West,Atlas Wholesale,7,4,3,9,0.83,3.16,22,412.27,Slow-moving,Maintain,No,No
SKU-0EF0AA,GBC Recycled Regency Composition Covers,Office Supplies,Ontario,WH-Central,NorthBridge Supply,18,4,3,16,0.04,1.0,22,1196.64,Slow-moving,Maintain,No,No
SKU-0EF0AA,GBC Recycled Regency Composition Covers,Office Supplies,Prarie,WH-Central,PrimeSource Direct,24,6,5,13,1.27,3.91,24,1488.42,Slow-moving,Maintain,No,No
SKU-0EFBEB,Polycom ViewStationª Adapter H323 Videoconferencing Unit,Technology,Atlantic,WH-East,NorthBridge Supply,16,4,3,13,0.23,1.66,22,32211.45,Slow-moving,Maintain,No,No
SKU-0EFBEB,Polycom ViewStationª Adapter H323 Videoconferencing Unit,Technology,Northwest Territories,WH-West,PrimeSource Direct,32,4,3,12,0.25,1.73,22,58878.59,Slow-moving,Excess Inventory,No,Yes
SKU-0EFBEB,Polycom ViewStationª Adapter H323 Videoconferencing Unit,Technology,Ontario,WH-Central,PrimeSource Direct,22,4,3,12,0.02,1.0,22,42824.1,Slow-moving,Maintain,No,No
SKU-0EFBEB,Polycom ViewStationª Adapter H323 Videoconferencing Unit,Technology,Prarie,WH-Central,NorthBridge Supply,0,4,3,18,0.1,1.12,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-0EFBEB,Polycom ViewStationª Adapter H323 Videoconferencing Unit,Technology,West,WH-West,NorthBridge Supply,0,4,3,14,0.35,2.06,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-0F3789,StarTAC 7760,Technology,Atlantic,WH-East,Atlas Wholesale,3,6,5,12,1.35,4.03,24,174.74,Slow-moving,Restock Recommended,Yes,No
SKU-0F3789,StarTAC 7760,Technology,Ontario,WH-Central,Atlas Wholesale,31,8,6,19,1.65,4.44,26,1705.09,Slow-moving,Excess Inventory,No,Yes
SKU-0F3789,StarTAC 7760,Technology,Prarie,WH-Central,Atlas Wholesale,2,6,5,9,1.94,4.82,24,108.9,Slow-moving,Restock Recommended,Yes,No
SKU-0F3789,StarTAC 7760,Technology,Quebec,WH-East,NorthBridge Supply,10,4,3,18,0.15,1.32,22,582.67,Slow-moving,Maintain,No,No
SKU-0F3789,StarTAC 7760,Technology,West,WH-West,Meridian Retail Co.,32,13,10,16,4.96,7.71,31,1790.77,Medium-moving,Excess Inventory,No,Yes
SKU-0F7C8E,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Office Supplies,Atlantic,WH-East,PrimeSource Direct,18,6,5,16,1.06,3.57,24,1299.26,Slow-moving,Maintain,No,No
SKU-0F7C8E,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Office Supplies,Ontario,WH-Central,NorthBridge Supply,5,4,3,6,0.48,2.4,22,357.06,Slow-moving,Maintain,No,No
SKU-0F7C8E,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Office Supplies,Prarie,WH-Central,NorthBridge Supply,9,7,6,19,1.38,4.06,25,654.95,Slow-moving,Maintain,No,No
SKU-0F7C8E,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Office Supplies,Quebec,WH-East,Meridian Retail Co.,8,4,3,6,0.44,2.29,22,567.83,Slow-moving,Maintain,No,No
SKU-0F7C8E,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Office Supplies,West,WH-West,Meridian Retail Co.,31,7,6,11,2.65,5.63,25,2152.4,Slow-moving,Excess Inventory,No,Yes
SKU-0F7C8E,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Office Supplies,Yukon,WH-North,PrimeSource Direct,7,4,3,11,0.6,2.69,22,525.05,Slow-moving,Maintain,No,No
SKU-0F9558,"Fellowes Strictly Business¨ Drawer File, Letter/Legal Size",Office Supplies,Atlantic,WH-East,NorthBridge Supply,32,5,4,9,1.0,3.46,23,4471.55,Slow-moving,Excess Inventory,No,Yes
SKU-0F9558,"Fellowes Strictly Business¨ Drawer File, Letter/Legal Size",Office Supplies,Ontario,WH-Central,Meridian Retail Co.,4,6,5,13,1.62,4.42,24,571.61,Slow-moving,Restock Recommended,Yes,No
SKU-0F9558,"Fellowes Strictly Business¨ Drawer File, Letter/Legal Size",Office Supplies,Prarie,WH-Central,NorthBridge Supply,4,7,6,13,2.12,5.05,25,548.09,Slow-moving,Restock Recommended,Yes,No
SKU-0F9558,"Fellowes Strictly Business¨ Drawer File, Letter/Legal Size",Office Supplies,Quebec,WH-East,PrimeSource Direct,9,5,4,9,1.17,3.74,23,1208.13,Slow-moving,Maintain,No,No
SKU-0F9558,"Fellowes Strictly Business¨ Drawer File, Letter/Legal Size",Office Supplies,West,WH-West,Meridian Retail Co.,0,4,3,5,0.19,1.5,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-0FC33D,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,Atlantic,WH-East,Atlas Wholesale,0,5,4,18,0.77,3.04,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-0FC33D,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,Ontario,WH-Central,NorthBridge Supply,28,7,6,19,1.25,3.87,25,2900.78,Slow-moving,Excess Inventory,No,Yes
SKU-0FC33D,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,Prarie,WH-Central,NorthBridge Supply,34,6,5,19,0.88,3.24,24,3518.98,Slow-moving,Excess Inventory,No,Yes
SKU-0FC33D,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,Quebec,WH-East,NorthBridge Supply,0,5,4,21,0.42,2.24,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-0FC33D,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,West,WH-West,NorthBridge Supply,38,15,11,20,4.65,7.47,33,3795.29,Medium-moving,Excess Inventory,No,Yes
SKU-0FC38A,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Office Supplies,Ontario,WH-Central,NorthBridge Supply,24,7,6,20,1.21,3.81,25,931.94,Slow-moving,Maintain,No,No
SKU-1029EA,Global Leather Executive Chair,Furniture,Ontario,WH-Central,NorthBridge Supply,2,4,3,7,0.52,2.5,22,710.01,Slow-moving,Restock Recommended,Yes,No
SKU-1029EA,Global Leather Executive Chair,Furniture,Prarie,WH-Central,PrimeSource Direct,31,5,4,9,1.58,4.36,23,11129.89,Slow-moving,Excess Inventory,No,Yes
SKU-1029EA,Global Leather Executive Chair,Furniture,Quebec,WH-East,PrimeSource Direct,27,5,4,17,0.77,3.04,23,9203.83,Slow-moving,Excess Inventory,No,Yes
